sample_id,text,admiration,amusement,anger,annoyance,caring,confusion,curiosity,disappointment,disgust,excitement,fear,gratitude,joy,love,optimism,remorse,sadness,surprise
PP-R107,"Yesterday, I had a phone conversation with a client who discussed a new business deal with me. She needed me to do some work for her company on a contractual basis. We talked about what she needed, how I could help and all the details that go into such things. It was a pleasant conversation. I had done business with her before and I didn’t need to “hard sell” her on my services or abilities. It was a good conversation and yesterday’s discussion ended with me having to send her a proposal to sign and she had to email me more details about exactly what she wanted me to do.",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PP-R108,"Yesterday I was invited to a Zoom reunion with the debate coach at my high school, now in his eighties (I'm in my sixties!). I heard about it through my brother, a friend of his having been on the team with me back then, and I was immediately excited to tell another friend of mine who had particularly loved this coach. She and I had not spoken for a decade, and the last time we did, it had been difficult. She more or less withdrew from me at that time, disappointed in my religious affiliation and too busy for me. I had missed her and thought this might be a good time to reconnect. It took me a long time to track her down, then the Google trail got cold, and I ended up calling her ex-husband, whose number I did find, only to be told by his (new) wife that my friend had died of cancer five years ago. I hadn't known.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PP-R109,"Yesterday was a deja vu day because of the Coronavirus. My husband and I are in our 70's and living in the country in New Mexico. It is beautiful with the view of the mountains and mostly sunny days. We are lucky to be retired because it must be so hard for those who lost their jobs due to the virus. For activities, yesterday I watched, for Holocaust Remembrance Day, four films about the holocaust which, unfortunately, hits home and is depressing. I also read a Kindle book about Larry Nassar who was sexually abusing young gymnasts some years ago. I love my iPad and so I played word games and casual games on it. I didn't exercise yesterday, but I plan to today. I guess I'm very appreciative of life since a few years back I recovered from a stroke, and recently recovered from breast cancer. I talked to my daughters on the phone and on Facetime. We have three cats and in the evening, they come into the house to watch movies with us. It will be similar every day as long as we need to stay home.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
PP-R110,"There aren't many personal life events for me lately. Because of the pandemic, I feel so isolated. To pass the time, I take surveys to escape the anxiety I'm faced with about the virus. I also cook for sustenance but also as a way of escaping the depression. Yesterday, my husband wanted me to cook black bean tostadas for dinner. I had to make a trip to the grocery store. Even though I feel uneasy going out and about, it also makes me feel somewhat normal and makes me think of a simpler, happier time. I made us a rather tasty dinner and made my husband very happy. I try to think of the positive things, and I'm thankful that I have my husband to keep me going at a time when I would otherwise do hardly anything. You see...everyday feels like groundhog day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
PP-R111,"Yesterday I was doing laundry on a beautiful autumn day. As it dried, I took the opportunity to go scatter wild bird food across the side yard. The seed is a bountiful mixture that attracts different species of birds, squirrels, even some turkey and deer. Later that afternoon, I looked out the kitchen window to see a buck and doe stop and graze in the yard before they passed through the woods to settle in before dark.",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R112,"I was talking with a business partner yesterday when the subject of politics came up. We have discussed politics in the past and have agreed on a variety of political issues in the past year, but something yesterday changed with their view and my view of the way things should be handled. Before February 2020 we had different views and could discuss them without too much anger coming up, but yesterday was a little different. We were discussing some of the executive orders that President Biden has signed and disagreed on a lot of them. We started having a heated argument about immigration, the military, and environmental issues. I am a Republican, and she is a Democrat so the two opposite parties usually clash on issues. But in the past year we have found some common ground and have had some good discussions. Yesterday was not one of those days, it was a major clash between us. Our voices were raised a few times as we tried to get our points across, and neither wanted to budge on their views. We probably had this conversation for a good hour or more, before we realized we were getting no where with the other person. I felt she was not being open minded, and I am sure she felt the same way about me. We decided to end the discussion abruptly before one of us said the wrong thing to the other and damage our business relationship. What was once a subject we could discuss freely was no more. I decided I would limit my discussion about politics in the future and respect her views but at the same time keep my principles. I do not want to see our business and personal relationship damaged over politics after having a working relationship for over 20 years.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PP-R113,"Honestly, life right now can be pretty boring. The pandemic has ground almost everything to a stop and I rarely leave the house. But you are in luck, because yesterday something very exciting did happen...I received my first Covid vaccine. I am older, yes, but I qualified due to some underlying health conditions and was able to schedule an appointment through one of the hospitals near where I live. I didn't post anything about it on Facebook, but it was definitely an exciting event for me. My arm is sore today, but it was all worth it. I go back in 3 weeks to get the booster. I know that there are many people who do not want to take the vaccine. I am not one of them. I am and always have been in favor of vaccines for protection and this one is not different. I feel like I am doing my part to try to bring this pandemic to a close.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PP-R114,"Yesterday was a rather difficult day for me. I work part time at an independent pet store. My boss, the owner of the store, had left the day before on a vacation and left me pretty much in charge. We were expecting 2 shipments to come in, which meant that once the order arrived we had to look up the prices in the computer (old school - no POS system) and then price the items and put them on the shelves. My work cohort and I had a plan in motion. I would look up the items, she would price them and we would each put them on the shelves. The first order didn't arrive until after 1 o'clock so we knew we had to rush to get this order put away before the 2nd order arrived. We finally got that accomplished and both sat down to take a break before the next order arrived. Until then, we also had to wait on customers. Now it is after 3 o'clock and there still is no 2nd order. We decide to call the distributor and ask where the truck is and are told that no order was placed. No order placed!!!! Of course right then a customer walks in which is probably good because we were both quite upset. It gave us time to calm down. My co worker came in early and I was staying late to accommodate the 2nd order. Once the customer left, I called my boss (thank God he was reachable by phone) who said that he didn't place a 2nd order and that he thought he had told us. No he hadn't told us. Anyway, I finished what work I had to do and went home. Exhausted!!! Thank God my partner was home and made dinner. I then got on the computer to see if there were any HITS in MTurk, and then off to bed.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
PP-R115,"Yesterday was a great day in our family. My sister is a first responder, and has logged in a ton of hours working as a nurse during this Pandemic. Although exercising every precaution, she was diagnosed positive on June 1. By the 4th, she was hospitalized, and soon was in the ICU. One of the symptoms of this virus is the development of blood clots in the lungs, and my sister had three of them. They gave her blood thinners, other medications , as well as the experimental drug Remdisivir. She began to respond well and by the 12th was out of the ICU, and in a regular room, she nicknamed 'the pod' because she was all isolated. She kept improving day by day, and yesterday, she went home. She is my best friend, and I felt so lucky to have her kick this virus' posterior. I cannot wait to see her, although it will be awhile. I have not seen her since this all began in March.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PP-R116,"Yesterday was a day off from work, so I spent the day catching up on things I don't get to do on work days, like clean both bathrooms thoroughly. I also mopped my kitchen floor and caught up on my laundry. In the afternoon I had an appointment to get a mammogram, which I went to and felt good about because sometimes I am lax about getting one. After that I came home and started dinner and made a poppy seed cake for dessert. In between all this I snuck in a few chapters of a John LeCarre book I am reading. I had previously read most of this work but somehow missed reading The Little Drummer Girl. It's really good and I am enjoying it quite a bit. After dinner my husband and I went for a walk around the neighborhood. We have both put on unwanted pounds over the winter so we want to get back into a walking routine. Once we were home and the dishwasher loaded, my husband watched some TV and I read. At one point I spent some time speaking to our eldest daughter on the phone. I speak to her about every other day, but our youngest daughter only about once a week, she being busy with a job and two small boys. After the phone call I got ready for bed and then read another chapter or two before falling asleep. Not a terribly exciting day but one in which I caught up on cleaning and keeping an appointment, and then relaxing and puttering.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
PP-R117,"Yesterday, I imagined what it would be like if people did not suffer with allergies colds, pneumonia, bronchitis and all things related to these illnesses. What it would be like if we weren't coughing, sneezing, gasping for air, wheezing, taking medications and losing sleep. What if we didn't have to feel so miserable? One of my kids came down with bronchitis and I also succumbed to this illness. This has taken two good weeks out of our lives. Instead, we could have been blowing bubbles outside, baking Easter cookies and candy, coloring and doing things all kids love to do. Just for a time, I imagined how it would be not to suffer.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PP-R118,"I went to go work out and got some groceries and when I got home I got a surprise in the mail and received a $27 check which was unexpected and I also got a package from my best Friend and also got a card from her with $20 in it as well, which was nice too.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0
PP-R119,"It's Valentines Day. My wife and I have planned a celebration, not because of a phony capitalistic holiday made up to sell greeting cards, flowers and candy, but because we'd just closed the sale on our home up north. I left her at home briefly, somewhat to her dismay, while I ran out for a couple of fake errands I needed in order to accomplish my surprise. At the florist I opted to eschew the traditional roses for a bouquet of bright yellow and red tulips, a taste of spring in the midst of a long bitterly cold winter. It worked. She knew my opinion of Valentines Day so the surprise was a success that brought an appreciative welling to her eyes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
PP-R120,My life is boring these days. Yesterday I had a conversation with a neighbor about the things he and his wife are doing to fix up their home they just purchased. The weather this year was hard on all of us and some homes took it kind of poorly. They have a beautiful home but their brick fence fell down though not a surprise. They knew it needed repair. Now they are getting needed repairs made and figuring out how to fix the yard where the fence fell down. They are great neighbors and will get things fixed up.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R121,"We had some friends over for the weekend. For some reason we had played bridge until 12:20AM. I routinely get up at 5:30AM, so without even setting the alarm I was wide awake. The husband also woke up early and decided he wanted to make omelets. Sadly, we didn't have a pan that was like any that he uses at home, so it became a huge production number. After a couple of hours, everyone was up and about and had been feed some imperfect omelets. We mainly packed them out to their car to send them off, by noon they were on their way. However, I was pretty wrecked. I took a nap before our daily walk, and barely make the two mile walk. I dragged myself through the remainder of the day, mainly watching television. During the Voice, I fell asleep in my chair and a loud commercial woke me up. I gave up and went to bed at about 9:30PM, which caused me to wake up about three times during the night.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R122,"Yesterday I started on one of my New Year's resolutions for 2021. January 26, 2021--that's not so bad. Still January. I decided to embrace the Mediterranean Diet. Not a ""diet"" to lose weight, but rather a diet being the compilation of what a person eats. First I ordered a new cookbook, The Complete Mediterranean Cookbook by America's Test Kitchen. Then I chose some recipes in which I was interested. Next came the grocery store dilemma. The COVID-19 pandemic has made it an entirely different ballgame to go to the grocery store. My mom is 84yo and has several risk factors; I am 60yo with a few risk factors of my own. We strictly socially distance to avoid infection. I learned to use an app called InstaCart. It was weird to grocery shop from home. It actually took a long time to find everything. However, the city in which I live had just been gifted with 7 inches of snow in 24 hours. It was super nice to not have to slog to the store. My groceries were dropped off within 2 hours, and I started a recipe with ingredients that I had never cooked before: fennel bulbs and herbs de provence. I ended up making Spice-Rubbed Pork Tenderloin with Fennel, Tomatoes, Artichokes and Olives. I had also made Polenta with Parmesan Cheese and I had never even seen cornmeal before. The food turned out really delicious, and I am on my way to healthier eating!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PP-R123,"Taking your 2006 car to get minor fixes done at the specialist garage is usually nothing but routine. “While you check the tire can you double check the CHECK ENGINE LIGHT, please? It came on while we drove over”. Oh. Oh no. The light alerted the garage that a major ($4000 !) problem was in the making. The lovely 2006 BMW530 wagon with 81,000 miles is being donated.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PP-R124,"I have my 12 year old grandson spending some time with me. I bought him the game Pandemic since we are currently living in a real pandemic. I told him that his school work for the day was to figure out how to play the game and then teach me to play. I knew that this game was not an easy game to set-up and learn. I told him to read the instructions and use youtube videos to help. He spent almost 2 hours on this project while I did other things around the house. He was able to get the game set-up and figure out much of it but still could not completely understand the play of the game. I encouraged him to keep trying and repeatedly told him that I knew he could do it. Finally, as he became increasingly more frustrated I told him that when that happens to me that I leave it and come back to it later. I then told him that together we would figure out the rest of the game play tomorrow. I enjoyed seeing him use his brain to problem solve. Earlier in the day my grandson and I went to pick strawberries. I could see that it was a struggle for him to focus on the task but nevertheless we did get quite a supply in less than an hour. On our way home we stopped at Lowes to spend some time in the outside garden area. The majority of the people there were wearing masks and obviously trying to stay their distance. I found this to be distressing and overall did not find that trip very enjoyable at all. I wondered in my mind how long this new normal would go on.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
PP-R125,"I have just recently after a few decades away became a full-time college student. This happened as due to the pandemic I'm able to take the courses online, which for me is great. I am taking 12 units and yesterday an ""event"" would be just that I am now devoting hours during the day to working on one or two classes per day, in order to complete them. I consider every day that I'm studying a positive event.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
PP-R126,"Not many things happen these days since we are in the time of Covid. So events are small, but that doesn't make them insignificant. I woke up at dawn for the normal routine of feeding Molly and taking her out for her morning walk. I looked up at the early morning sky which I now stop and admire more these days. This day it had the typical beautiful colors but it also had clouds arranged in horizontal stripes. It was gorgeous and so unique. My first thought was, oh why don't I have my camera. And then I thought, good thing I don't have my camera so that I can just drink in this moment, instead of worrying about capturing the perfect picture. The perfect picture could instead be in my memory. Which it is.",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R127,"I meet a friend for a walk and then also took my dog for a walk. Then I drove to my daughter's house and I sat with all four of my grandchildren while they did their virtual schoolwork. As we are under restrictions to stay home, neither the grandchildren or I are able to attend school. I am a academic tutor in private schools, working with a lot of students who have learning disabilities. It was an interesting experience, all of us sitting on the couch. This whole situation is unbelievable and scary and happy and sad at the same time. I love spending time with my Grandchildren but I am not working so not earning any money. After schoolwork the kids swam and I tossed them a ball. When my daughter arrived home I returned to my home and took care of my animals and had a Zoom get together with my knitting friends.",0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0
PP-R128,In yesterday morning....I saw the new flower in my garland .....It is very wonderful....My morning is pleasant........I finished the break fast ... and I call My friend john and joe ...They are my best fried in school and college.. We talk about the uses and abuses of home Quarantine of corona periods..... Today we talk about the same topic and discuss about the death of corona in world count..... A situation of Italy is very poor..... The death count is increase in day by day in Italy.....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
PP-R129,"Yesterday, I once again lost income due to COVID-19. Previously back in March, I was furloughed due to COVID and the small business was not financially able to keep their doors open, so I had not been called back. Approximately 4 months ago, I reentered the workforce full time. As COVID in our area was still rising, once again, yesterday, the hours got cut and again major loss of income. I was finally beginning to get out of the hole and now it feels like it's back to square one.",0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R130,I took my mother to the doctor for a check up from a previous fall where she broke her shoulder in two places. She has and is healing and shows no signs of problems. But did want more pain medicine. She is doing physical therapy on her own and it's going well.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
PP-R131,"I installed a camera in my living room window to observe package delivery and as crazy as it sounds why my neighbor felt like it was her duty to come in my walkway and observe what I have in my window. This was not called for and I felt violated. This is not acceptable and is an invasion of my privacy. There are some people that are just so opened about being nosey and have no shame at it being known. I can say I glad that I have helped someone who is watching me that they are influence by me and have the want to have or get what I own and by it for themselves, and maybe they can enjoy life better now.",0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R132,"Upon waking, I began allowing different scenarios yo run through my mind, playing them to eventualities regarding how to obtain groceries. That was the fifth day of not wishing to ack for aid, wanting to figure it out independently. A text popped up from a neighbor, ''At Costco, need anything?'' I replied with, '',\Eggs, le!one, toms (fresh/canned), avocados, ,& lettuce'' Then next, ''Just fruit please, no pineapples'' After a bit he replied, ''Oh, nm'' I realized that he didn't mean the text for me so to release Jim from an awkward situation, ''BTW, I know that your text was in error, please don't feel commuted, I can pick up these things later'' Fifteen minutes later, ''I'll do what I can, limited funds here'' He was furloughed and just began working for Uber so, I felt badly for him having to feel he needed to say that. Two hours later, a new text from his son, ''Boxes heavy, open door please'' He walked inside with grapes, lemons, clemetines, plums, pears romaine and Two-dozen eggs!",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
PP-R133,"My boyfriend is in the midst of a major flare up of gout, which he has experienced from time to time. In my quest to express my concern and empathy I offered several suggestions. Much later in the conversation, he revealed that he thought I wasn't empathetic and came across as blaming him for being in this situation. Even though it's difficult for me to realize that I'm not showing up with empathy and concern I appreciate that he is willing to give me the feedback so I can make adjustments in the future. Change isn't easy, but I never want to make someone I love feel judged or blamed for the things they have little control over.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PP-R134,"I am a proud Gramma of 10 grandkiddos. The youngest one has been staying with us 3 days and 2 nights/week since daycare closed a year ago. A friend down south of us about 30 miles raises strawberries and they were maturing and ripe for the picking. I contacted her to see if I could bring my 2 year old grandson to ""pick"" strawberries. She welcomed us. She patiently showed him how to pick the berries and he picked up on that endeavor pretty good, scurrying from bush to bush. I then showed him that he could eat the berries (he had never had that experience). It wasn't long and he was ""pickin' & eatin' - two fisted no less! He was in the height of glory. The next day we made freezer strawberry jam and he was ""helping"" me. If I hadn't had his help I think I would have gotten 9 jars instead of 7!!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PP-R135,"This was a simple thing to do. It rained yesterday pretty hard. Where I live, we do not get much rain so I decided I would use the opportunity to wash the car using the rain water. It wasn't to cold and I finished fairly quickly. The car turned out well, even though there was still water drops on the car, they were not dirty ones that leave muddy marks on the vehicle. It was fun and weird at the same time, but it was nice to do something different.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PP-R136,"yesterday I was walking my dogs I have 2 around the sports fields after just getting one of them groomed. There was rain yesterday and it was soaked everywhere I let my dogs run and was just walking in the rain enjoying the outdoors because of covid 19 I don't have a great deal of outdoor time. I looked up to make sure there were no other dogs coming as my one dog is not very friendly, I could see the one dog but the other one was no where to be seen I started calling her but nothing. I walked towards the wooded area calling her and I heard the bullfrogs calling out. As I walked into the woods I saw some movement in the dark swamp area, and since my other dog is white and the swamp so dark and muddy, I instantly saw her rolling over and face diving into the stickiest mud I have ever came across. I had to walk into to get my freshly groomed pet out of this tar like muck, put her in the car that now stinks like I don't know what! Trying to bathe her was very difficult because the mud was a sticky tar and almost had to be scraped off. This was not the day I had wanted.",0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R137,My daughter called in a panic she has five young children she and they were the only ones home she felt ill her heart was racing she was trembling she managed to call me and I went to her aid in a few hours she was much better,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PP-R138,"For dinner last night we had a perennial pandemic favorite, and I'm almost embarrassed to admit what it was. We had grilled cheese sandwiches and tomato soup - a meal perhaps more suitable for a nine year old. But it's delicious and quick and everyone enjoys it. In fact, I even bought a cast iron griddle to accommodate more simultaneous sandwich grilling. This strange, unprecedented time creates all sorts of stresses and challenges, so when we find something that brings a small measure of comfort, we grab it. Last night's dinner was one of those things.",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R139,"My day yesterday was a quiet and boring day to some but it was great to me to just be alive. My sister passed away a few weeks ago so I know it can happen very suddenly when it's your turn to go. My day was spent mostly outside at the patio. I had my coffee outside sitting in the rocking chair watching the birds. I have two little finch birds that come down to me and they sit on the patio wall and just chirp away. I really wonder what they are saying to me. I check out and water my roses that my daughter and her husband brought to me a few weeks ago. One is deep red and the other is a beautiful pink, though the pink one is growing better than the red, with a lot of bloom. After supper I went on the computer till ten, and then I read the Bible for half a hour, then I crocheted. I make chemo hats and mail them to a cancer center where she splits them up and then sends them out to different chemo sites. I enjoy crocheting and figure this is the best I can do to help other people. Then I went to bed at eleven thirty.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R140,At the beginning of this year I lost my dream house to foreclosure. Yesterday I received a dunning letter for that property demand annual dues fore this year. I am conflicted as to whether I should ignore them or write them a stern letter imploring them to get their act together.,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R141,I went to another town to see a specialist about back surgery. I found out that it would entail placing rods and screws in my back. I choose to never have this done unless I am paralyzed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R142,"Yesterday I got up at 5 AM like I normally do. I meditated and ate breakfast. My knee felt a little gimpy so instead of going for a run I decided to walk to the grocery store. There an back is almost five miles. I left home around 6:30. It was a beautiful morning and I was enjoying the walk a great deal. Before I went inside the store I put on my mask. I selected a couple of russet potatoes, a Vidalia onion, a pint of blueberries, and a container of Brummel & Brown butter-like spread. It's low-cal and made with yogurt according to the label. I was at Food Lion which doesn't have self-checkout, so I waited in line behind a group of firefighters who were stocking up for the station apparently. I was really amazed that the five of them were standing in a group and not one of them was wearing a mask. I was tempted to take a picture and post it on Facebook. First-responders should set an example instead of giving conspiracy-theorist morons a reason not to comply with CDC recommendations. Not wanting to get anyone in trouble, I didn't take the picture. I paid for my purchase and enjoyed my walk home. I settled in to work at my home office about 8:30. Almost my whole workday was spent reading journals and reviewing data. No emails, no messages, no Skype or Teams. I actually got some work done. After dinner I watched a movie and read for a bit. I ended my day by meditating, as I usually do. I went to bed around 10 PM.",0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
PP-R143,I am a big LA dodgers fan. They were down 2 games to 1 in the major league baseball national league playoffs. I felt confident that they could tie the playoff series 2 games a piece. My favorite pitcher was starting for the dodgers. He did well for 4 innings and then they took him out. I believe the manager should have let him cinsider for another batter to see what happens. The relief pitcher did worse than the starter and let more runs in that lead to a loss for the dodgers.,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PP-R144,"Yesterday was a banner day for my wife and I. We have been quarantined since last February, and almost a year to the day my governor announced our eligibility for the COVID vaccine. We are over 70 and have compromised health conditions. We're convinced that if we get virus it will not turn out well. Sign-ups start Tuesday morning. I'll be there.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
PP-R145,"I knew something was wrong from the moment I sat down behind the wheel. The smell just wasn't right. I had been noticing it for several weeks, but I just assumed it was typical Florida mustiness associated with summertime. When I dropped my phone on the floor, I had no idea of the shock I was about to receive. When I picked up the phone, my hand grazed against the carpeting alongside the floor mat. It came back wet. Confused, I pressed my finger into the carpeting. It was soaking wet. As a matter of fact, the ENTIRE floor of my Yaris was soaking wet. That explained the musty smell I'd been noticing. But what to do about it? Fast forward 24 hours and one trip to the local Toyota dealership--a trip I'd rather not have made. When the verdict came back, it was even worse news than I'd expected. My 11-year-old Yaris had finally begun to show its age. A rotting windshield gasket had been allowing water to seep into the car, unbeknownst to me. So here I am, sitting at home on a Friday night, no car and about to be $2000 lighter in the wallet when the repairs are completed. Oh well, my friends told me to think twice about canceling the comprehensive coverage on my car insurance.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0
PP-R146,"The virus is rising again, winter is coming, outdoor activities are going to be less possible. We talked about the possibility of taking a few days and going to the coast, taking a room with a kitchen and cooking our own meals. We love walking on the beach, enjoying the crashing surf. But it is cold. 478 new cases in Oregon today, 82 in Lane County, we can't run the risk of infection by going out to eat. ""What do you want to do?"" he asked. ""I want to go, but do I want to go and not be able to visit the shops we love, eat in the restaurants we love, just stay in a hotel room and cook our meals?"" I thought about it. I guess I am getting cabin fever. It has been nearly 9 months since my doc told me, ""Stay Home!"" and I have except for a few doc appointments, dropping by the pharmacy on the way home for the new drugs. I have risked eating take out from our favorite restaurants, and survived. ""You know, I think we should wait. I don't feel particularly well today, coughing, nearly constantly, it would be terrible to be away from home and get the virus.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PP-R147,"I have a friend that I have known for many years, since we went to college together. He lives in another part of the same state that I live in. We e-mail each other every day, sometimes with serious news, but mostly with humorous stories, jokes, etc., which has been great for my mood during the coronavirus crisis. A few years ago, I drove down to where he lives and met his wife and two children, a little boy and a little girl. They both seemed normal to me at the time, and I thought that any problems my friend was having with them were the same as other families. Yesterday, in an e-mail, I asked my friend how the little girl is doing, and my friend said it's been very difficult, because she is autistic. I asked if more than one doctor has confirmed that, and my friend said yes, and that his son is also autistic, but he functions better than his daughter. I was really surprised, and felt bad for my friend, thinking about how difficult it must be to have two autistic children.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PP-R148,We are in the middle of some nasty weather with ice everywhere and snow in the forecast. I had to go to the store yesterday and it was quite an ordeal. The parking lot at Kroger was a solid sheet of ice. I had to take baby steps to keep from falling down.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R149,"Yesterday included a drive in church service. We all stayed distant and in our cars while listening to the singing. Pastor had a great message for us. All of this was displayed on a high up platform outside. We were able to listen clearly as we tuned in on our FM radios. Parking lot had to be extended to contain the crowd. While being socially distant is not the same as being in a building together, it was fun waiving to the people on the right and the left. Following that enjoyed sitting with spouse and just appreciating the time of chatting and being together. Afternoon and evening was spent relaxing, talking with friends on social media, and catching up on the news.",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
