label,outcome,truth,tfidf_prediction,minilm_prediction,tfidf_score,minilm_score,text
fear,fixed_by_minilm,0,1,0,0.568912,0.748925,The only cringe is some of y'all obsessing over every little thing Eureka does.
fear,fixed_by_minilm,0,1,0,0.611816,0.012371,That’s pretty accurate
fear,fixed_by_minilm,1,0,1,0.13467,0.994222,Don't you're making me paranoid man
fear,fixed_by_minilm,0,1,0,0.628683,0.657326,"A horrendous amount of Sesame oil, god, that would be awful."
fear,fixed_by_minilm,1,0,1,0.320067,0.988958,Yikes. This kind of freaks me out.
fear,fixed_by_minilm,0,1,0,0.730771,0.107481,Your friend must have had a horrible time writing papers if adjectives like that were off limits
fear,regressed_in_minilm,0,0,1,0.060812,0.994043,Not really cringey. Its not really embarrassing for you i think people might just feel bad upon reading it.
fear,regressed_in_minilm,0,0,1,0.360251,0.997411,"Wife just had our baby, and this story freaked me out. I can't imagine going through something like that."
fear,regressed_in_minilm,1,1,0,0.92361,0.880187,Yikes that's cringe
fear,regressed_in_minilm,0,0,1,0.270539,0.948113,I've always wanted one of those but like worry it'll make a huge mess in my washer
fear,regressed_in_minilm,0,0,1,0.090377,0.951706,Looks like he has a history of being an awful human:
fear,regressed_in_minilm,0,0,1,0.055491,0.915554,I think teams will still cut the cross-seam that made [NAME] and [NAME] so deadly last year. This is awesome nonetheless.
fear,regressed_in_minilm,0,0,1,0.134388,0.986682,I've picked scabs bigger than most aborted fetuses get. I don't see the police knocking on my door for committing assault against a human being.
fear,regressed_in_minilm,0,0,1,0.112485,0.919256,[NAME] can’t hurt us anymore.
fear,regressed_in_minilm,0,0,1,0.388345,0.973508,"I've had a few blisters from hot welds, but nothing that bad..."
fear,regressed_in_minilm,0,0,1,0.163466,0.969525,Should I watch this? Will it aggravate me?
gratitude,fixed_by_minilm,0,1,0,0.970308,0.660793,thats amazing!! Congrats!
gratitude,fixed_by_minilm,0,1,0,0.700257,0.299103,Welcome to the freedom and democracy circus that is 'mercuh! 👍
gratitude,fixed_by_minilm,0,1,0,0.989856,0.288991,"[NAME]?! Is that [NAME]? I know ""meegwetch"" means thank you lol"
gratitude,fixed_by_minilm,1,0,1,0.508797,0.956546,Happy cake day to him
gratitude,fixed_by_minilm,1,0,1,0.298187,0.815861,I believe that you can search for providers here. Good luck and good on ya.
gratitude,fixed_by_minilm,1,0,1,0.269645,0.98366,"Of course man, I really appreciate this. But it's okay, I can just message you through here. It's fine:)"
gratitude,fixed_by_minilm,1,0,1,0.643076,0.923011,"Congrats! Enjoy a free slice, I think you know what to do with this 🍕"
gratitude,fixed_by_minilm,1,0,1,0.28897,0.821211,So he is half decent. Glad to see your finally making some sense.
gratitude,fixed_by_minilm,0,1,0,0.993388,0.604766,No thanks probably stank af.
gratitude,fixed_by_minilm,0,1,0,0.680207,0.773627,I really like this ring so I’m glad to hear that.
gratitude,regressed_in_minilm,0,0,1,0.216703,0.949379,"I’m so proud of you for taking care of you and your babies, mama! We love you and stay strong."
gratitude,regressed_in_minilm,0,0,1,0.197639,0.984207,"Hi, [NAME]! I thought I would stop by and wish you a wonderful and prosperous year! Have a good one! -HappyFriendlyBot"
gratitude,regressed_in_minilm,0,0,1,0.538221,0.990147,I’m glad you had a great time here! Wishing you safe travels!
gratitude,regressed_in_minilm,0,0,1,0.259473,0.943798,Proud of you.
gratitude,regressed_in_minilm,1,1,0,0.946633,0.407615,Thanks! Do you think I should talk to her or drop it for now?
gratitude,regressed_in_minilm,0,0,1,0.196307,0.949012,"Well done dude! Seriously :) But keep it up, don't lose this momentum."
gratitude,regressed_in_minilm,1,1,0,0.97045,0.709004,Thank you for this. This sub isn’t a rating or selfie sub. There’s literally no poly content on this post.
gratitude,regressed_in_minilm,1,1,0,0.970492,0.122563,Please explain “Hoover/ed”. Not familiar with the term. Thank you-
gratitude,regressed_in_minilm,1,1,0,0.999438,0.243023,Which side story? Thanks for the info!
gratitude,regressed_in_minilm,0,0,1,0.047702,0.915864,"Awesome, love the input! I totally get what you’re saying!"
joy,fixed_by_minilm,0,1,0,0.790418,0.575554,Thanks for the good news!
joy,fixed_by_minilm,1,0,1,0.57083,0.888606,>happily live in any hole they find. What's my love life got to do with this
joy,fixed_by_minilm,1,0,1,0.622944,0.980757,"I am generally a happy person. If you like to pay millions of dollars to semi-literates to represent your government, it's up to you!"
joy,fixed_by_minilm,0,1,0,0.883076,0.484239,"[NAME], [NAME] is starting a marriage with infidelity and drunk proposals. I hope a happy and long married life for him."
joy,fixed_by_minilm,1,0,1,0.109096,0.857212,I know a couple of people who are. It's amazing to watch.
joy,fixed_by_minilm,0,1,0,0.687899,0.424763,U guys are like match made in heaven ♥️♥️♥️
joy,fixed_by_minilm,0,1,0,0.844446,0.665575,This is really cool and well made!
joy,fixed_by_minilm,1,0,1,0.652343,0.905888,I'm here again to say I love your art and it brings me joy when you post it on this sub bye!
joy,fixed_by_minilm,0,1,0,0.671376,0.685098,Also one of my favorite parts of this story.
joy,fixed_by_minilm,1,0,1,0.152981,0.904626,"Paraphrasing [NAME], this brought warm feelings to my heart."
joy,regressed_in_minilm,0,0,1,0.097231,0.951574,100%! Congrats on your job too!
joy,regressed_in_minilm,0,0,1,0.123086,0.963809,Same here but it seems like that will make it more rewarding to actually build a base with gardens and stuff.
joy,regressed_in_minilm,0,0,1,0.224669,0.864729,This is honestly the cherry on top of the cake with this story. That's absolutely hilarious!
joy,regressed_in_minilm,0,0,1,0.425026,0.953779,Loving everyone so far. This is going to be a great season.
joy,regressed_in_minilm,0,0,1,0.273121,0.888326,"Hi, [NAME]! I thought I would stop by and wish you a wonderful and prosperous year! Have a good one! -HappyFriendlyBot"
joy,regressed_in_minilm,0,0,1,0.23301,0.882747,Life Hack Attack has become Attack Everyone's Life and Hack. I love it.
joy,regressed_in_minilm,0,0,1,0.078365,0.915709,Me too buddy
joy,regressed_in_minilm,0,0,1,0.2218,0.85938,It's on here daily. Karma whores eh?
joy,regressed_in_minilm,0,0,1,0.176812,0.905536,I **LOVE** that the players are finally getting into the game. People feel invested! I like that!
joy,regressed_in_minilm,0,0,1,0.614841,0.904288,Make fun of them all you want; fact is they won during the regular season when we couldn't.
love,fixed_by_minilm,0,1,0,0.978865,0.746572,"I’m really sorry about your situation :( Although I love the names Sapphira, Cirilla, and Scarlett!"
love,fixed_by_minilm,1,0,1,0.546049,0.998191,Loving everyone so far. This is going to be a great season.
love,fixed_by_minilm,0,1,0,0.996335,0.756005,Eff your video - love Canada 🇨🇦 Stupid geolock
love,fixed_by_minilm,0,1,0,0.714789,0.578956,i love how the caption implies that the only unrealistic thing/ the only thing that gives away the photoshop is the sleeve lol
love,fixed_by_minilm,0,1,0,0.966917,0.767311,Do you have the link to that ? I would love to hear the story from him
love,fixed_by_minilm,0,1,0,0.850447,0.656496,Loook all around youuuu. All throughout Nature is evidence of a creator and his love ❤️for us
love,fixed_by_minilm,1,0,1,0.583987,0.906904,Well thanks for sharing. I loved it. Do you know of any others from them that aren't well known?
love,fixed_by_minilm,0,1,0,0.985764,0.07197,Because your considered “boring”. Girls love drama. It’s a thing.
love,fixed_by_minilm,0,1,0,0.716546,0.257714,It really do be like that
love,fixed_by_minilm,1,0,1,0.506146,0.996967,I like her too! I hope she does well and stays away from [NAME].
love,regressed_in_minilm,0,0,1,0.047113,0.893834,It's wonderful because it's awful. At not with.
love,regressed_in_minilm,1,1,0,0.995307,0.820219,If you have any other links handy I'd love to see them.
love,regressed_in_minilm,1,1,0,0.908278,0.445042,Man I hate double standards. I love the show but change the word ‘white’ to ‘black’ and it’s suddenly not funny anymore
love,regressed_in_minilm,1,1,0,0.948428,0.838508,Life Hack Attack has become Attack Everyone's Life and Hack. I love it.
love,regressed_in_minilm,0,0,1,0.158968,0.940967,"I’m a fan of them in the wild, weasels are interesting. Not as pets, nope. "
love,regressed_in_minilm,0,0,1,0.118661,0.92034,I have a really nice tempurpedic one and about 6 king sized fluffy ones that I use to just fall asleep hugging
love,regressed_in_minilm,0,0,1,0.072468,0.886882,I much prefer when the CB is given a taste of their own medicine. Far more satisfying than being polite. This one is great!
love,regressed_in_minilm,0,0,1,0.291373,0.870037,My boy [NAME] <3
love,regressed_in_minilm,0,0,1,0.128364,0.952784,Yes! My Big Fat Fabulous Life
love,regressed_in_minilm,1,1,0,0.957569,0.799534,Would I love to be a fly on your wall right now and watch this whole debacle.
neutral,fixed_by_minilm,0,1,0,0.564861,0.483655,"Girlfriend weak as well, that jump was pathetic."
neutral,fixed_by_minilm,0,1,0,0.580825,0.446896,I never wanted to punch osap harder after seeing that However not too hardly I cant afford them taking everything away
neutral,fixed_by_minilm,1,0,1,0.356157,0.514073,What's that like? Like what's the thought process? I dunno. I know what's a weird question..i just can't imagine
neutral,fixed_by_minilm,1,0,1,0.454981,0.816387,"I didn't know this was a ""reveal"" he'd been talking about for awhile. "
neutral,fixed_by_minilm,0,1,0,0.525418,0.405224,Crap. I need more Excedrin. STAT.
neutral,fixed_by_minilm,0,1,0,0.775725,0.409242,My only issue with private schooling is it discourages those with children in private schools from wanting money to go towards public education.
neutral,fixed_by_minilm,0,1,0,0.521957,0.426295,"You gotta work on you dude!! If you're not confident you're not ready, get yourself straight And all will fall into place. "
neutral,fixed_by_minilm,0,1,0,0.656201,0.410568,death of fear is certain.
neutral,fixed_by_minilm,0,1,0,0.668103,0.285006,"I agree. His parents were very supportive then. When they did a cast change, they decided to make his parents jerks! "
neutral,fixed_by_minilm,0,1,0,0.643812,0.331386,If there is no goal on this powerplay it will be difficult not to be hopeless
neutral,regressed_in_minilm,1,1,0,0.570593,0.440421,"Again, overall, not just for me. "
neutral,regressed_in_minilm,1,1,0,0.667484,0.255139,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.
neutral,regressed_in_minilm,1,1,0,0.552315,0.45774,"""We need more content."" ""OK. here's some ballerina shoes."""
neutral,regressed_in_minilm,1,1,0,0.671508,0.292155,I like to bring up the fact that all of these pyramid schemes have corporate offices that have the exact same structure they are railing against.
neutral,regressed_in_minilm,0,0,1,0.298282,0.604925,You didn't watch it to the end.
neutral,regressed_in_minilm,1,1,0,0.484705,0.255786,"I thought it said “now my biggest fear is the thing living inside my casket” like, *weet doo feek?!*"
neutral,regressed_in_minilm,1,1,0,0.731695,0.438711,HUGE difference e b/t “seniors housing” and “nursing home.” HUGE DIFFERENCE.
neutral,regressed_in_minilm,0,0,1,0.202929,0.660945,"Help, help, I'm being repressed!"
neutral,regressed_in_minilm,0,0,1,0.228105,0.769387,Borrowed time is stupid
neutral,regressed_in_minilm,1,1,0,0.595427,0.454372,It’s Woosh with 4 o’s r/woooosh (The most popular one)
optimism,fixed_by_minilm,0,1,0,0.824237,0.81967,"Kings fan here, good luck to you guys! Will be an interesting game to watch! "
optimism,fixed_by_minilm,1,0,1,0.553883,0.959348,I know people around here may mock me from my optimism but what if we get actual desings for the crusaders in Heroes?
optimism,fixed_by_minilm,1,0,1,0.460059,0.856385,I’m glad you had a great time here! Wishing you safe travels!
optimism,fixed_by_minilm,1,0,1,0.361023,0.989354,"Just rumors online, it most likely won't happen"
optimism,fixed_by_minilm,1,0,1,0.401258,0.90889,I've always wanted one of those but like worry it'll make a huge mess in my washer
optimism,fixed_by_minilm,0,1,0,0.913181,0.632287,Our father will protect us <3
optimism,fixed_by_minilm,0,1,0,0.941341,0.780751,No superbowl @ lambo for this generation; hopefully global warming will make an impact in the next 30 years. :)
optimism,fixed_by_minilm,1,0,1,0.27747,0.95034,"Yea, I'm willing to bet the auto makers have known about this technology for quite a while."
optimism,fixed_by_minilm,0,1,0,0.908586,0.38918,I believe that you can search for providers here. Good luck and good on ya.
optimism,fixed_by_minilm,1,0,1,0.723472,0.966524,Yeah I wish they could just finish 9th every year in the conference
optimism,regressed_in_minilm,0,0,1,0.241342,0.963778,I’m sorry to hear that friend :(. It’s for the best most likely if she didn’t accept you for who you are
optimism,regressed_in_minilm,0,0,1,0.433641,0.979778,If there is no goal on this powerplay it will be difficult not to be hopeless
optimism,regressed_in_minilm,1,1,0,0.907045,0.845625,"I would hope the guy is genuine and honest, but in my circumstances, there's not much closure. "
optimism,regressed_in_minilm,0,0,1,0.350214,0.869461,Gotta keep losing to make sure 5th is our worst case scenario
optimism,regressed_in_minilm,0,0,1,0.050202,0.872878,Thanks! Do you think I should talk to her or drop it for now?
optimism,regressed_in_minilm,0,0,1,0.756307,0.86399,"Better ye, make some Pho and use lots of sriracha. Things will definitely get heated."
optimism,regressed_in_minilm,0,0,1,0.069879,0.901075,"i know there were talks about it, but its doubtful :( "
optimism,regressed_in_minilm,0,0,1,0.196936,0.854077,This happens to me a lot. I'll also sing the same phrase over and over.
optimism,regressed_in_minilm,0,0,1,0.194701,0.900312,Interesting. I thought so too. I’m just thankful I have another parish I can easily drive to for mass. Thanks again
optimism,regressed_in_minilm,0,0,1,0.348927,0.853121,The hell? That’s like one-in-a-million chance! Only thing that’d make it crazier is if we’re in the same city lol
remorse,fixed_by_minilm,0,1,0,0.916825,0.545259,That feeling when your mascot is there but none of his players. Sorry Youppi
remorse,fixed_by_minilm,0,1,0,0.87976,0.861418,Sorry you had to live there. Good news is they are demolishing it in 2020.
remorse,fixed_by_minilm,0,1,0,0.826353,0.48928,I miss [NAME]
remorse,fixed_by_minilm,0,1,0,0.815047,0.740438,Omg I just looked it up and all the places look so beautiful there 😍 also I’m sorry that it’s homophobic
remorse,fixed_by_minilm,0,1,0,0.835547,0.92814,Sorry you can’t enjoy things cause other people enjoy them lol. Your loss
remorse,fixed_by_minilm,0,1,0,0.931157,0.217807,"Hahahahahahahaa (Sorry, that is all I can say, it does not require a more intelligible comment.) "
remorse,fixed_by_minilm,0,1,0,0.954117,0.376347,Sorry if this has been covered a bunch but what happened on the play where [NAME] got injured?
remorse,fixed_by_minilm,0,1,0,0.895244,0.091326,I’m always reminded by my relatives on my birthday asking me if I have a girlfriend yet. Sorry bro ima yeet out of the social norm.
remorse,fixed_by_minilm,1,0,1,0.239763,0.967405,I felt the same guilt when I stopped believing in [NAME]
remorse,fixed_by_minilm,0,1,0,0.851458,0.725013,"I see notifications of people commenting the source but this sub must auto delete or something. Sorry, guys. I binged her and found me quick though. "
remorse,regressed_in_minilm,1,1,0,0.9736,0.913454,May regret asking but foid ?
remorse,regressed_in_minilm,0,0,1,0.020847,0.941468,"Yes, oops "
remorse,regressed_in_minilm,0,0,1,0.023019,0.952891,Ouch. That hurt the ego. And that’s not easy to do.
remorse,regressed_in_minilm,1,1,0,0.999693,0.898854,Sorry to be the bearer of bad tidings.
remorse,regressed_in_minilm,0,0,1,0.076963,0.988836,I'm not apologizing for it. I just didn't think there was something this blatantly immoral in the new testament.
remorse,regressed_in_minilm,0,0,1,0.043743,0.99136,"Of course man, I really appreciate this. But it's okay, I can just message you through here. It's fine:)"
remorse,regressed_in_minilm,1,1,0,0.91908,0.683427,Guilty as well!
remorse,regressed_in_minilm,0,0,1,0.019501,0.999651,No worries! 😊
remorse,regressed_in_minilm,0,0,1,0.187564,0.969671,"Don't apologize. Go grab your favorite drink, some popcorn and watch 500 days of summer instead"
remorse,regressed_in_minilm,0,0,1,0.437959,0.949434,They literally don’t have enough time on the planet to regret their actions.
sadness,fixed_by_minilm,1,0,1,0.694895,0.938883,"if the pain doesn't go away after 4 hours or so, it's broke."
sadness,fixed_by_minilm,1,0,1,0.184458,0.96121,Must be why I'm alive. That sucks.
sadness,fixed_by_minilm,0,1,0,0.780711,0.715528,"Wife just had our baby, and this story freaked me out. I can't imagine going through something like that."
sadness,fixed_by_minilm,0,1,0,0.935181,0.865464,"I'm sorry you fell for the carnie, bro."
sadness,fixed_by_minilm,0,1,0,0.794185,0.665993,Sorry your right
sadness,fixed_by_minilm,0,1,0,0.879752,0.854184,That's sad. I'm 16 and where I am there are loads of athiests my age. It's great.
sadness,fixed_by_minilm,1,0,1,0.489116,0.945295,"College is a very lonely place. Very stressful, very lonely. [NAME]. Good luck out there man."
sadness,fixed_by_minilm,1,0,1,0.06722,0.891673,[NAME] wept.
sadness,fixed_by_minilm,0,1,0,0.782631,0.457094,I had to watch x3 to make sure I didn't miss something 😂
sadness,fixed_by_minilm,0,1,0,0.857409,0.762282,"I'm sorry, I can't hear your useless badgering over me drinking my 38' from a wine bottle and enjoying my extra $200."
sadness,regressed_in_minilm,0,0,1,0.521627,0.973675,I’m sorry to hear that friend :(. It’s for the best most likely if she didn’t accept you for who you are
sadness,regressed_in_minilm,0,0,1,0.144617,0.983,And some of us wish to die first so we don't have to deal with the loneliness.
sadness,regressed_in_minilm,0,0,1,0.320612,0.950182,"Help, help, I'm being repressed!"
sadness,regressed_in_minilm,0,0,1,0.12826,0.97028,What happened to one of your star players?? i saw the headline 'freak injury' or someting like that.. but i was too scared to see someting gruesome..
sadness,regressed_in_minilm,0,0,1,0.689967,0.871286,I have a bad feeling I’m gonna regret not tuning into this
sadness,regressed_in_minilm,0,0,1,0.056491,0.90336,"i know there were talks about it, but its doubtful :( "
sadness,regressed_in_minilm,0,0,1,0.536237,0.990461,Ouch. That hurt the ego. And that’s not easy to do.
sadness,regressed_in_minilm,0,0,1,0.248568,0.895546,"Yeah, without the music that scene would have been much worse."
sadness,regressed_in_minilm,0,0,1,0.219472,0.943235,Have you tried having wealthy parents?
sadness,regressed_in_minilm,0,0,1,0.351142,0.898568,Because in some cases parents are basically having their own children kidnapped and held against their will and forced into these programs. This is child abuse.
surprise,fixed_by_minilm,1,0,1,0.263771,0.994678,A surprise turn of events! I'm so glad you heard such great things about yourself!
surprise,fixed_by_minilm,0,1,0,0.693867,0.595598,"Wow that’s scary, she’s so young and healthy. I hate that. "
surprise,fixed_by_minilm,0,1,0,0.800666,0.85327,Oh boy 🤣🤣
surprise,fixed_by_minilm,1,0,1,0.490644,0.98099,Oh [NAME] it's happening again!
surprise,fixed_by_minilm,1,0,1,0.24801,0.904469,Not yet! But I waiting for a miracle any year now!!
surprise,fixed_by_minilm,1,0,1,0.570933,0.934295,Holy shit that’s nothing
surprise,fixed_by_minilm,0,1,0,0.881628,0.734935,Oh god another injury
surprise,fixed_by_minilm,0,1,0,0.911908,0.59673,"Wow, you folks sure are salty about losing the midterms! Pathetic?"
surprise,fixed_by_minilm,0,1,0,0.792196,0.631578,"Omg, thank you!"
surprise,fixed_by_minilm,0,1,0,0.730452,0.745392,AOC used the exact version that [NAME] had been pushing for years. So it's no surprise that its nuclear-phobic.
surprise,regressed_in_minilm,0,0,1,0.577661,0.968378,What's that like? Like what's the thought process? I dunno. I know what's a weird question..i just can't imagine
surprise,regressed_in_minilm,0,0,1,0.431343,0.998197,"I totally thought the same thing! I was like, oh honey nooooo!"
surprise,regressed_in_minilm,0,0,1,0.202997,0.86629,Hey that's a thought! Maybe we need [NAME] to be the celebrity vaccine endorsement!
surprise,regressed_in_minilm,0,0,1,0.27076,0.980821,I'm not sure I have heard of this. Really interesting.
surprise,regressed_in_minilm,1,1,0,0.970591,0.744052,I thought this allegation was squashed when it came out. I was surprised to see it still making headlines. Poor guy.
surprise,regressed_in_minilm,0,0,1,0.094447,0.879753,What happened to one of your star players?? i saw the headline 'freak injury' or someting like that.. but i was too scared to see someting gruesome..
surprise,regressed_in_minilm,1,1,0,0.758286,0.140572,[NAME]. Gave up in October and haven’t looked back. I can’t believe how easy I’ve found it.
surprise,regressed_in_minilm,0,0,1,0.088598,0.884191,thats amazing!! Congrats!
surprise,regressed_in_minilm,0,0,1,0.291158,0.887456,"i know there were talks about it, but its doubtful :( "
surprise,regressed_in_minilm,0,0,1,0.088695,0.920805,The hell? That’s like one-in-a-million chance! Only thing that’d make it crazier is if we’re in the same city lol
